Date,Biomass,Coal,Gas,Gas-CC,Hydro,Nuclear,Other,Solar,WSL,Wind,total_all_fuels
2023-01-26,328.66068,175913.914899,61239.355294,528274.806057,1053.223542,122398.172512,2164.44005,84787.894286,-2105.146251,186627.615648,1160682.9367169999
2023-01-27,322.136815,135034.653473,19844.107953,372922.586491,661.213904,122413.895481,1529.279965,72322.019196,-2132.246458,419923.396509,1142841.043329
2023-01-28,335.122421,139200.762504,13384.905706,205221.519233,340.461331,122190.891812,1841.694033,43069.65232,-2557.992566,478483.787295,1001510.804089
2023-01-29,307.9136,149894.111211,20860.958877,370268.434833,336.489421,122081.956179,1933.514302,38867.894027,-2190.087936,319515.735556,1021876.9200700001
2023-01-30,302.682068,208941.207803,178063.635504,619508.320805,1036.315522,122132.419221,2105.678952,12336.940993,-2885.019679,190052.499039,1331594.680228
2023-01-31,292.652353,248747.70522,255488.277382,690353.500228,2070.303512,122325.725166,1336.960222,9714.271538,-1683.974629,131872.917987,1460518.338979
2023-02-01,313.47904,274994.544363,259827.805459,700434.934604,2102.40408,122527.859531,1699.737735,9351.799374,-1720.574965,62110.523925,1431642.5131460002
2023-02-02,331.365648,234882.511524,181889.329726,668279.773462,1954.021438,122450.740154,1656.314434,33509.956319,-2551.285479,111623.245466,1354025.972692
2023-02-03,291.221539,170962.453969,82326.408449,555384.519507,960.330983,122513.623864,1721.583593,85802.227532,-2113.22531,195878.495527,1213727.6396529998
2023-02-04,316.789132,123161.161322,29808.473041,318351.109778,336.501833,122778.637885,1205.311909,39014.196147,-1560.070596,468407.454031,1101819.564482
2023-02-05,325.050557,125400.612021,26994.594789,331436.465587,511.456074,122777.682842,1539.146287,86049.356549,-2203.680835,292205.64452,985036.328391
2023-02-06,314.98664,109341.842394,16727.76668,161824.845172,774.555582,122703.534234,1696.0941,31518.145252,-1870.790767,535658.152067,978689.1313540001
2023-02-07,311.9475,115922.57878,19905.683979,223171.737951,692.280332,122626.334897,1731.737438,17861.44115,-1897.113083,498865.146238,999191.7751819999
2023-02-08,401.593429,125749.869692,32420.392232,413870.890796,628.005772,122511.674047,2567.248001,48136.770534,-2960.65242,320174.134667,1063499.9267499999
2023-02-09,409.201673,120184.818486,23979.79953,365431.308554,552.697779,122610.299058,1990.568342,90996.22589,-2420.627482,343930.490886,1067664.782716
2023-02-10,2046.093934,105154.852912,40405.653302,362064.577325,1033.505629,122620.217813,2392.540229,41642.539026,-2423.01317,439786.805242,1114723.7722419999
2023-02-11,1641.843506,125181.91402,76393.320419,544310.614157,960.122032,122652.964139,2131.355593,90937.31356,-2785.416344,156249.94395,1117673.9750319999
2023-02-12,1651.641074,94777.911519,16923.648372,339408.538511,682.075239,122670.074412,1781.593031,72595.431972,-2800.372246,405894.137273,1053584.679157
2023-02-13,1896.825858,108276.081841,32424.380542,336668.80386,875.26499,122686.901619,2897.528089,42862.642167,-2655.176583,386525.750543,1032459.0029259999
2023-02-14,1882.855542,97901.437449,14405.967184,206845.517703,726.637448,122672.713659,2197.175716,43766.506409,-3108.26862,497602.493574,984893.0360640001
2023-02-15,1617.162493,113453.856261,13716.284307,232732.802423,602.047363,122619.093781,1685.288325,51378.127778,-2373.414646,473045.853568,1008477.1016529999
2023-02-16,1871.499854,98833.634586,17693.235753,274645.811046,996.449119,122574.854263,2384.698605,39922.946626,-2904.847823,522337.171957,1078355.453986
2023-02-17,2274.392501,127110.514831,85340.266995,528753.298051,1694.617863,122669.723294,2651.421984,97990.915348,-2618.187918,223034.99945,1188901.9623989998
2023-02-18,2144.603076,113051.477485,21159.439558,400785.91634,1203.116579,121338.202762,1644.791561,39942.965721,-2251.274257,443285.55936,1142304.7981850002
2023-02-19,2118.660053,103695.493741,15540.684944,303210.287,622.825266,122011.436643,2117.58408,46181.362732,-2384.733811,405033.02365,998146.6242979999
2023-02-20,2020.212689,104713.174162,12858.028776,245501.274968,645.186229,122591.759574,1942.584554,43605.887209,-3126.11419,484317.630347,1015069.6243179999
2023-02-21,1942.428856,119666.263808,10167.151531,250729.46583,651.635859,122533.757912,2300.576086,53058.002825,-2755.774708,482160.576923,1040454.0849220001
2023-02-22,1975.601609,111557.861417,18130.804366,257554.054828,658.422693,122461.271734,1687.559238,38265.730487,-2330.21819,502548.058928,1052509.14711
2023-02-23,1861.645658,111039.879116,25102.107976,352873.399469,680.460036,122331.090138,1614.302298,63966.945723,-1962.458209,369402.456316,1046909.828521
2023-02-24,1209.930428,138024.748611,60926.076841,493893.527464,641.131775,122190.33194,2313.110145,42757.779085,-2016.523761,210486.668704,1070426.781232
2023-02-25,354.274512,156200.400644,75495.06595,534635.236425,822.40005,122081.552958,1920.819122,29930.902623,-2601.178374,121067.906948,1039907.380858
2023-02-26,355.010399,113766.68,10508.579078,263776.920005,401.867366,122007.069279,1700.938483,32787.502246,-2671.731911,468429.115909,1011061.9508539999
2023-02-27,353.228042,108564.140423,27177.040399,288832.553098,943.913,121967.373478,2522.504189,81917.950568,-2827.942415,402640.606843,1032091.367625
2023-02-28,355.395784,125297.057753,29211.484351,339378.526458,910.123804,121873.06374,2534.584298,77804.912548,-3197.356321,352027.367139,1046195.1595539999
2023-03-01,292.738788,145624.530229,66776.746203,414822.532742,885.578014,121779.21044,2592.185866,38301.113783,-3231.085149,268480.628697,1056324.179613
2023-03-02,295.730029,137709.161582,28145.998063,345173.471534,694.845921,121778.163879,2960.823156,56057.442025,-3118.051836,361841.813622,1051539.3979749999
2023-03-03,320.259788,104569.82457,27528.765715,287240.312323,654.278886,121985.283716,1867.951129,106723.443923,-2664.519802,315299.607412,963525.2076600001
2023-03-04,379.288873,100493.086054,31789.043692,316132.422036,756.955521,122052.838278,2045.683528,110905.004941,-2337.454216,264885.616937,947102.4856440001
2023-03-05,390.059288,83922.031502,10710.367348,199867.43723,648.296082,121717.53316,1788.108212,62725.123465,-2444.303177,471573.31947,950897.9725800001
2023-03-06,357.868998,112674.693897,48730.383135,366659.104246,562.23584,121565.812247,2719.450575,85046.355568,-2690.812503,298418.715284,1034043.8072869999
2023-03-07,349.481147,126902.668186,60033.393115,419558.591861,689.884792,121387.259735,2182.454739,61820.333617,-2855.786294,264707.948503,1054776.229401
2023-03-08,345.49993,122921.813623,86655.508568,429219.033229,781.669878,121025.111778,2230.069114,41954.49883,-2633.232621,251691.274048,1054191.246377
2023-03-09,360.780346,148128.036547,88000.244779,447689.349229,2281.810942,120742.086862,1858.242409,49141.567167,-2610.166031,199244.540779,1054836.493029
2023-03-10,364.05742,132987.861787,58820.981467,402227.813131,2863.841422,120670.530443,1739.356907,72726.907314,-2443.262528,238105.933946,1028064.0213089997
2023-03-11,358.071779,109272.963709,24251.253919,244696.778956,2934.307712,119308.243934,2268.873518,57336.779337,-2881.450359,491854.408101,1049400.230606
2023-03-12,363.437299,86112.220086,25598.712737,294798.103901,2801.174583,114937.48956,2078.592775,85688.121354,-2571.337857,341102.802435,950909.3168730002
2023-03-13,382.03107,105126.439926,24377.189276,312813.5934,2873.66397,119958.216389,2274.931455,97729.23072,-2644.646207,309423.709322,972314.3593209998
2023-03-14,346.372541,122218.816749,30320.741685,324158.018883,2904.669674,119716.351618,1926.541619,79165.973948,-2303.221224,305910.498768,984364.7642610001
2023-03-15,357.056648,100221.20589,10252.407672,168277.25088,1465.455372,119670.442282,1645.829171,39050.695911,-2081.134181,555218.545909,994077.755554
2023-03-16,351.970541,125429.867183,11786.161295,164193.849279,1447.762066,119290.064645,1808.55956,26816.120304,-2329.292771,571604.863177,1020399.925279
2023-03-17,347.782911,116708.218369,48965.784537,284833.049285,1376.389613,115641.504928,2233.266297,89727.158553,-2711.956705,373459.929524,1030581.1273119999
2023-03-18,330.736315,160145.891111,122326.602217,388487.299031,2246.169733,89150.659697,2382.328283,65039.372331,-2612.690304,199936.113198,1027432.4816119999
2023-03-19,299.440525,154113.684465,106605.534105,368519.743399,2374.290223,89692.251032,1459.931048,103024.004076,-2577.719412,215724.195539,1039235.355
2023-03-20,296.151624,129522.917621,51353.437663,327942.617315,2292.008659,89744.036419,1650.659675,27358.242326,-1973.336665,495719.124822,1123905.859459
2023-03-21,284.847555,133020.34761,23886.431344,213575.091469,1499.264416,89800.418797,2529.737217,43941.709083,-2674.502091,530017.7354,1035881.0808000001
2023-03-22,235.252866,104609.196533,43164.482739,241223.784191,1498.11298,88049.685391,3045.789588,65593.56347,-3586.156066,512402.352796,1056236.064488
2023-03-23,255.030804,114084.005808,95901.519249,323483.779546,2283.359107,89658.681098,2186.557192,73311.12092,-3351.144038,397782.710767,1095595.620453
2023-03-24,322.793493,112213.156877,97264.301183,326348.815648,2342.932655,89627.796844,2242.060321,67052.574551,-2545.997875,387226.28876,1082094.722457
2023-03-25,268.848861,94984.907918,89283.118572,268476.151622,2384.717347,89645.952177,2437.973929,98423.751895,-2907.86221,347353.058602,990350.618713
2023-03-26,309.690562,106939.360635,118059.589716,329772.291568,2496.344437,89576.185845,2513.295487,99079.067822,-3060.376031,224682.612931,970368.0629719999
2023-03-27,300.438735,114137.293971,145315.112807,380191.961641,3231.803381,89500.688393,2972.768938,85491.683725,-3064.876857,200020.475806,1018097.35054
2023-03-28,291.754209,91859.813351,91399.248825,285885.107444,3256.5666,89498.664474,2682.560971,73974.940404,-3360.984345,367483.006729,1002970.6786620001
2023-03-29,287.525208,104436.992158,103674.014308,347772.105942,3322.840552,89599.159741,1634.964661,64208.384913,-2295.660134,262716.473002,975356.800351
2023-03-30,324.195132,97627.997727,45191.412675,229330.87275,3219.417587,89553.862111,1648.177787,21858.881473,-2069.137718,538877.726181,1025563.405705
2023-03-31,348.111329,118935.041755,65130.538284,283061.201524,1959.941553,89505.67184,2127.317816,44643.673672,-2550.492575,507172.617771,1110333.622969
2023-04-01,346.67218,125991.81659,99394.121883,353177.421927,2594.157184,89421.797849,1457.408445,109648.107034,-2066.715779,235007.177381,1014971.964694
2023-04-02,348.94189,100763.86984,53189.051248,254667.346479,2564.594312,89353.456226,1712.555334,66172.918411,-1959.426467,473891.116115,1040704.4233879999
2023-04-03,343.918962,130828.5788,87931.968776,330393.631534,2339.341669,89286.924791,1821.74068,93861.411107,-2336.747397,459694.312393,1194165.081315
2023-04-04,330.042068,131083.260481,63620.015053,313078.701195,2531.489829,89223.1683,2554.451039,53497.297419,-2916.399951,535891.31068,1188893.3361129998
2023-04-05,331.201562,130917.404403,62236.393898,323317.196165,2530.422818,89261.291031,2041.67547,72858.193143,-2708.325951,377688.62128,1058474.073819
2023-04-06,326.907984,131469.235942,32552.75648,301659.256369,2171.854913,89264.539265,2455.848751,65282.875357,-2752.778561,372367.991815,994798.4883150002
2023-04-07,329.467361,150386.882594,44494.573256,408744.637411,2404.429439,89244.468893,1984.184705,57211.994973,-2966.479305,220398.179723,972232.33905
2023-04-08,338.642472,141392.209922,72777.545947,442634.236893,2301.816554,89261.173604,1860.961791,84276.92633,-2474.391894,92639.306139,925008.4277580001
2023-04-09,334.925821,109383.842619,36789.636515,405987.331603,2307.771275,89105.68781,1312.495969,81648.483528,-1735.239308,197392.128787,922527.064619
2023-04-10,371.174566,140110.733991,69814.144741,437093.658292,1909.930478,88794.724439,2275.541906,89672.894704,-2500.959216,147869.508293,975411.3521939998
2023-04-11,378.101274,148021.308009,43668.777875,378656.057007,1961.029596,88575.098342,1715.180368,113254.703385,-2297.570718,232466.142439,1006398.827577
2023-04-12,419.258353,138390.064696,32458.057993,294374.397246,1841.145797,88445.109141,2517.665631,110816.879407,-2164.250916,348193.50127,1015291.828618
2023-04-13,449.288662,138078.159861,21505.627335,250304.954731,1544.33576,88346.369947,1940.085114,91365.43262,-2761.454502,442761.796309,1033534.595837
2023-04-14,463.551277,132698.061966,31784.75327,271339.375882,1501.034827,88500.246999,2778.056703,80327.793256,-2740.951463,446559.228974,1053211.151691
2023-04-15,448.489127,144740.346111,78625.101627,304001.128132,1722.03134,88336.446392,2401.207804,100893.909977,-3181.593115,379435.98027,1097423.0476649997
2023-04-16,436.432874,127567.83039,72006.671195,305661.873914,1671.132458,88118.771635,1889.315917,131353.978717,-2336.553961,217953.885145,944323.338284
2023-04-17,369.511232,95060.000982,18129.474559,222476.552731,1504.80991,87822.45198,1770.652452,69870.236613,-2723.439385,511717.307196,1005997.55827
2023-04-18,377.129375,112251.380238,21659.546504,210411.724589,1578.960774,87826.213811,2871.417542,79082.601323,-3005.128481,521912.012518,1034965.8581929998
2023-04-19,397.644969,124909.254549,28673.028597,252054.343308,1724.685466,87926.006054,2252.405258,77204.903171,-3232.106453,543937.425425,1115847.5903440001
2023-04-20,373.627173,142898.038469,92704.420889,340464.423052,2145.864204,87793.780551,2929.360576,84166.915021,-3307.637939,363167.068058,1113335.8600539998
2023-04-21,379.531369,136489.158228,108847.214473,377607.998176,2379.015324,91160.075775,2684.506766,122106.841115,-2720.893325,199123.229281,1038056.677182
2023-04-22,395.997183,116569.115714,13017.806566,206894.081056,1872.056615,104827.370016,1678.761474,90804.846706,-2778.485915,458591.424098,991872.973513
2023-04-23,371.0789,129932.797099,63151.123025,311325.840865,1809.302358,97693.893158,2196.247612,28784.678686,-1988.266734,293069.734456,926346.429425
2023-04-24,412.302754,155781.748948,83414.041063,361351.485587,1794.067046,91663.546605,1713.152597,78392.751903,-2470.502911,188533.611717,960586.205309
2023-04-25,430.348755,154551.518411,43922.234086,333976.233187,1526.600031,92578.995014,2208.00358,85575.057468,-2605.82631,297332.463993,1009495.6282149999
2023-04-26,397.583471,166487.948677,55739.075749,357323.332259,1347.872778,92678.812524,2520.681787,88408.869576,-2801.447295,311431.470236,1073534.199762
2023-04-27,381.385822,151663.799016,67279.243282,394452.291667,1004.393294,92717.720944,2282.221523,116352.011265,-3223.221284,209957.531048,1032867.376577
2023-04-28,416.146966,110244.547765,29351.203826,280848.046037,219.817711,92583.658148,2715.455943,54239.345896,-2925.711479,475943.070512,1043635.5813249999
2023-04-29,408.10637,95906.831743,43494.951715,232104.303925,514.63885,92657.466409,1871.477632,93823.111587,-2485.999307,375558.712893,933853.601817
2023-04-30,390.2508,116183.896923,25988.657079,343795.417816,295.519293,92607.975762,1597.406643,132016.362459,-2225.471092,284386.841215,995036.8568979999
2023-05-01,663.181321,124499.687624,59335.319755,364777.821921,637.218253,91973.764045,2641.995447,117282.648268,-2887.317689,295496.188074,1054420.5070190001
2023-05-02,1677.681264,151121.506849,76524.626121,411239.848872,465.011538,92383.182968,2841.513282,85565.657313,-3339.139183,265150.295491,1083630.1845149999
2023-05-03,433.079637,180247.785322,88095.905026,442972.217717,494.68231,92103.60047,1836.822638,105053.910145,-2543.423665,203009.95483,1111704.53443
2023-05-04,435.550634,186438.662006,60566.950601,417700.140767,501.67304,92515.738974,3252.511295,79877.955267,-3163.90191,291951.172798,1130076.4534719998
2023-05-05,383.281065,191776.677205,113747.959921,426247.980906,967.780807,92352.569854,2835.672565,118396.272485,-3773.042077,350096.889289,1293032.04202
2023-05-06,359.068217,151687.703055,97390.269152,412709.604193,994.948693,92204.489029,2129.678383,105281.978901,-2537.746825,361037.550291,1221257.543089
2023-05-07,378.086139,131846.215634,55949.690354,381185.635865,630.654431,92188.619386,1490.415511,81747.227,-2348.994348,397922.320129,1140989.8701009997
2023-05-08,367.210267,171766.60161,102895.232546,442343.357436,848.194226,91566.154084,1735.809845,110853.85916,-2544.233266,316513.498286,1236345.684194
2023-05-09,407.816846,159977.451575,64411.184056,417463.514281,341.057021,92221.229475,1946.04295,92666.619956,-2361.863712,327373.512319,1154446.5647669998
2023-05-10,356.322371,157616.946649,44027.861607,405375.466532,199.831916,91604.317784,2169.024031,92374.07488,-2599.355441,326716.740092,1117841.230421
2023-05-11,382.920885,158127.059075,95430.091469,443185.372081,290.525287,92145.903091,2679.105779,115876.98223,-3022.555987,331190.388078,1236285.791988
2023-05-12,398.474219,161481.010894,124981.7379,461842.421813,567.912481,91975.028841,2196.877547,84652.503035,-3190.660871,365163.677112,1290068.982971
2023-05-13,293.431489,159984.815756,99003.939688,496382.346574,304.366514,92000.749508,1545.998514,68128.472986,-2060.206845,191460.641941,1107044.556125
2023-05-14,294.781791,181241.375634,132726.428336,524436.388577,505.202013,91925.416371,1592.822645,83014.27046,-1661.467577,56858.98334,1070934.20159
2023-05-15,2042.618357,175592.071969,158423.525177,536704.574714,717.752387,91427.307074,1897.515852,85855.015675,-2448.531074,119078.598919,1169290.44905
2023-05-16,2466.496818,189628.537511,159757.095062,550228.58247,589.837725,91754.884452,1445.70378,91639.546929,-2186.623603,47468.212786,1132792.27393
2023-05-17,2468.752976,179178.615428,131610.24009,540659.993462,614.406066,91039.20622,2008.024085,120233.114006,-2325.2108,101637.450627,1167124.5921600002
2023-05-18,2269.03753,190947.79877,114638.794784,492727.512939,658.889478,91353.762617,1746.856694,105840.655478,-2778.141629,225219.841463,1222625.0081240002
2023-05-19,2347.225996,180857.364967,106385.608711,502473.51877,640.203516,90360.000977,3254.822983,109758.584115,-3605.545658,281654.684296,1274126.4686729999
2023-05-20,317.277052,171037.906352,101839.529363,508801.238746,685.390199,90425.994515,2057.484011,78761.234916,-2341.731232,172458.556599,1124042.880521
2023-05-21,288.684554,181132.160268,78176.541985,503753.934315,227.641185,90649.812475,1149.564213,77801.911288,-1989.611431,105442.740407,1036633.3792590001
2023-05-22,318.254696,181737.422288,99459.073949,510067.628666,820.186817,90693.280912,2033.973873,103176.289829,-2109.793111,180917.803545,1167114.121464
2023-05-23,325.700308,178123.275563,98735.839489,519456.918486,134.478355,90464.945435,2881.051664,118622.563064,-3788.351468,218034.178917,1222990.599813
2023-05-24,319.229125,178481.101227,117252.03887,536042.37451,289.724081,90024.376514,2534.34872,101695.43881,-3036.88538,192306.435553,1215908.18203
2023-05-25,361.081601,153803.553677,110943.360331,529419.681429,173.53021,90180.300985,1832.082574,98642.920497,-2750.127499,227275.208754,1209881.5925589998
2023-05-26,376.396502,148925.523463,106629.959182,508957.809744,134.085823,90638.966179,2027.432828,98289.856395,-2747.602652,260268.33887,1213500.766334
2023-05-27,449.279653,135632.078891,82756.614466,480523.93607,165.689265,90660.354624,1924.998652,78976.738972,-2112.344213,296107.989691,1165085.336071
2023-05-28,422.450868,148082.652385,53767.276533,489606.303781,209.640586,96837.041057,1409.099538,100471.766587,-2041.220259,249060.823495,1137825.8345710002
2023-05-29,375.111094,197621.354094,82288.438539,529550.35186,257.363873,110104.31742,1873.159091,117546.535325,-2389.618301,138162.588797,1175389.601792
2023-05-30,287.150471,179677.18499,80246.802071,533042.14769,139.037508,115424.224386,2024.335454,125472.189724,-2633.642481,202857.776614,1236537.206427
2023-05-31,306.64798,181410.515231,41098.57475,484825.878471,137.24521,120121.930475,2011.261757,118458.489526,-2294.084225,336495.788203,1282572.2473779998
2023-06-01,251.595076,188493.599717,46632.860181,463922.742244,307.503479,120017.406087,2596.61794,105432.659834,-3186.549875,366568.319929,1291036.7546120002
2023-06-02,240.666273,189105.072696,63774.044963,480714.742696,335.206068,119903.783792,2961.416024,95181.100688,-3517.280698,358258.519061,1306957.271563
2023-06-03,247.264692,202595.100768,157076.780019,540886.977488,282.949629,119752.913662,2013.057476,104159.983624,-3092.026141,118112.243142,1242035.244359
2023-06-04,258.685139,152931.398502,116732.715204,552757.058942,223.023944,119725.467512,1381.95058,110057.745354,-1796.71003,100582.904303,1152854.23945
2023-06-05,225.668362,184693.362782,149981.26695,583155.809328,218.313951,119911.58869,1756.418934,96597.772591,-2343.717642,62515.162661,1196711.646607
2023-06-06,188.218961,190572.886174,159057.067033,586594.641092,150.404767,119893.411808,2273.191012,118956.68472,-2921.335485,42506.3879,1217271.557982
2023-06-07,151.916778,193079.408837,167646.889399,592369.117193,170.628823,119702.734551,2457.002371,113182.198297,-3371.427299,84691.91873,1270080.38768
2023-06-08,1177.561983,202786.057641,154158.745029,565753.432018,145.927628,119515.803597,2073.453952,123175.502655,-2348.270286,105220.322403,1271658.53662
2023-06-09,2040.916701,212441.073008,169731.854635,546824.320278,269.323298,119302.019432,2326.581301,123697.430712,-3083.585974,185431.882768,1358981.8161590002
2023-06-10,2066.810505,205435.140764,113150.654055,508627.433398,447.440493,119318.272808,1953.944388,129007.547274,-2427.266145,295960.190962,1373540.168502
2023-06-11,2023.377223,201757.679849,123239.6353,519677.489917,427.756283,119506.891001,1637.563553,135683.232024,-2277.129846,264325.501334,1366001.9966379995
2023-06-12,1976.744373,198863.935846,101331.93613,527051.550726,394.99589,119500.766059,2106.221994,107145.893787,-2423.628634,337896.079196,1393844.495367
2023-06-13,1951.474404,236993.204999,151752.236327,563761.846167,405.005357,119570.85927,1749.746598,102673.853168,-2405.10124,185023.706882,1361476.831932
2023-06-14,2059.506578,240827.163829,188298.641815,582120.007879,502.168923,119613.430458,2552.438496,107995.387513,-2761.844188,172946.148446,1414153.0497489998
2023-06-15,1934.330165,213484.155137,160957.263134,550827.276089,598.881095,119458.629591,2045.383138,117524.953074,-2861.228846,333674.454139,1497644.096716
2023-06-16,2020.328821,230367.899923,207056.443497,588445.168083,943.622636,112512.331111,2463.52379,121865.584374,-2647.544146,212476.68635,1475504.0444390003
2023-06-17,2110.769411,228615.241543,179629.770133,568693.541855,564.867774,89458.519399,1319.798843,103712.786421,-2352.431349,272222.237758,1443975.1017880002
2023-06-18,2055.117085,221985.30549,182412.356439,567116.713005,654.688452,93653.256417,2068.794093,131864.296399,-1993.587833,243147.145899,1442964.085446
2023-06-19,2023.178648,205053.760546,206710.533847,574864.662063,1103.030108,107825.012571,1975.041226,130749.726223,-2861.533987,311858.850441,1539302.2616860003
2023-06-20,1985.746726,221529.355818,236142.884624,610047.810438,1512.422234,111478.254837,3934.880566,124580.249037,-3362.410089,263723.438994,1571572.6331850002
2023-06-21,2175.382931,233738.595675,214350.777842,578383.506427,1143.408897,111410.555319,2000.576952,113493.271059,-3073.378372,277789.373992,1531412.0707219997
2023-06-22,2089.436138,188322.855935,154302.998806,545607.164736,812.659055,111453.712161,1341.477847,118057.690066,-2082.250616,313795.580147,1433701.324275
2023-06-23,2041.873544,183750.631206,126540.565738,548731.127605,990.896539,111294.970097,1588.718264,116543.280763,-2092.220079,387094.478901,1476484.322578
2023-06-24,2075.100548,183539.295148,156753.009991,506317.757924,940.491977,111299.035638,1908.901379,125720.154904,-2218.0042,400773.303214,1487109.0465229999
2023-06-25,2071.835804,201647.22728,187482.043655,531031.792454,1182.121857,111317.348939,2206.111461,133531.521884,-2398.327915,361491.63827,1529563.313689
2023-06-26,2069.657395,226823.578791,225867.192418,605924.48538,1523.530845,111301.38446,2107.392576,133588.626581,-2698.86147,274359.261604,1580866.24858
2023-06-27,2108.743954,225538.425242,166287.565199,554208.341646,1066.093712,111302.806298,1806.920452,134859.075069,-2110.244762,402678.217408,1597745.9442180002
2023-06-28,2046.274085,204953.790166,116286.375495,513169.637018,950.022003,111305.567677,2683.747711,121080.856126,-3216.41749,513298.524175,1582558.376966
2023-06-29,2063.681214,211986.433177,115844.039647,523322.669766,739.950442,111185.906738,2236.3471,126827.619471,-2704.333286,494575.152869,1586077.4671379998
2023-06-30,2016.573657,214579.388742,121326.653131,540091.9575,925.191421,111246.666769,2473.477248,117256.804758,-3303.077994,441675.120786,1548288.7560180002
2023-07-01,2084.780935,203107.842861,135767.782874,588195.871059,1020.587504,111227.890461,1362.572668,93267.758954,-2141.13018,281802.629983,1415696.587119
2023-07-02,2191.719224,213406.273252,173887.94136,617933.127598,1319.135746,117580.470041,1416.948211,118640.02631,-1538.000036,113142.629471,1357980.2711770001
2023-07-03,2194.540114,229123.536652,197279.089933,635430.038349,1236.297766,118609.493336,1540.055945,122273.520251,-2373.690035,147208.644411,1452521.526722
2023-07-04,1967.914235,204908.509003,123400.858693,571075.00559,962.136815,118671.785281,1128.104835,127794.341677,-1799.823515,266245.549558,1414354.382172
2023-07-05,2092.71808,220789.90001,141911.870853,574499.447032,1048.0208,118712.519577,1950.442969,132517.605939,-2706.647516,307677.585043,1498493.462787
2023-07-06,2060.181727,249805.806907,111081.185455,589721.342672,968.92209,118687.228871,2414.96434,115903.512119,-2644.579616,229010.497721,1417009.0622860002
2023-07-07,1476.136692,197593.246011,71458.062966,554182.345185,1005.714219,118417.292153,2557.857393,111492.569338,-3214.439037,350933.008865,1405901.793785
2023-07-08,2104.233015,209321.098874,143067.273863,596677.672287,871.455493,118917.300637,2544.472164,119508.420085,-3219.423699,249585.07098,1439377.573699
2023-07-09,2064.309744,196989.109221,121641.29809,573741.032711,865.607904,118855.486856,1551.255277,122485.477025,-2469.149582,307346.119094,1443070.54634
2023-07-10,2213.852065,261391.451601,185074.045045,637538.601293,953.559307,118698.172608,3043.572844,128876.672232,-3207.40563,204475.121655,1539057.64302
2023-07-11,2053.343388,251636.342904,141237.358208,586340.312363,954.252225,118558.017679,2706.299752,113311.061319,-3634.09071,340898.058321,1554060.9554490002
2023-07-12,1995.80366,209857.771086,135046.68823,547812.110137,948.547644,118524.377393,2486.703983,127465.806396,-3007.297697,471779.150229,1612909.661061
2023-07-13,2071.853433,225141.833594,172897.876895,593336.873342,1163.053434,118578.118937,1904.657782,130046.761078,-2770.625958,377573.513098,1619943.915635
2023-07-14,2107.121276,236950.004407,185317.403832,604241.954044,873.874833,118595.361999,1930.756354,125532.39458,-2526.651776,330538.379916,1603560.5994650002
2023-07-15,2111.332578,205859.717681,183714.882105,595362.476613,1690.5566,118509.032881,2038.935528,122731.432199,-2483.56224,317647.461331,1547182.265276
2023-07-16,2255.570672,217752.364786,185613.263452,604801.813883,1599.167859,118535.578235,1824.303794,120977.945437,-2405.004725,208749.395238,1459704.3986310002
2023-07-17,2098.653826,198182.922553,191656.297831,596992.820949,1575.363965,118526.734536,2306.197772,143151.454971,-2685.088154,320176.561359,1571981.919608
2023-07-18,2055.88516,191143.900736,148858.131543,549236.411606,870.081278,118516.756839,1865.354146,122463.169654,-2825.319951,498681.977519,1630866.34853
2023-07-19,2018.282831,199970.01378,143196.455851,562532.554327,1047.140196,118487.438324,2032.901482,136252.188136,-2357.627133,473330.025388,1636509.3731820001
2023-07-20,2058.972718,219790.999277,198561.089727,623793.947447,1135.51873,118474.057831,2268.749476,137148.235224,-2784.77988,306683.250793,1607130.0413429998
2023-07-21,2152.196917,219657.998127,181244.25261,638937.837709,1258.628219,118359.004783,1663.651068,130860.759982,-2666.757691,281176.427351,1572643.9990750002
2023-07-22,2176.977102,248979.421814,206340.414911,660805.223613,1211.310729,118289.452596,2239.248895,133245.463388,-2112.290337,132778.49278,1503953.7154909999
2023-07-23,2160.248188,212368.097072,184452.384812,630023.102372,1368.828463,118196.35375,1506.80388,131649.364316,-2296.677624,171410.807233,1450839.312462
2023-07-24,2131.800986,208177.767989,191135.395878,599732.765053,1235.006119,118129.765694,2480.105132,138092.844085,-2682.925779,276451.091337,1534883.6164940002
2023-07-25,2111.519876,208035.236325,148575.989333,587353.650355,1083.719957,118194.277423,2311.726273,138298.798946,-2955.307098,375181.542902,1578191.154292
2023-07-26,2114.549929,221756.333553,159486.438092,581535.571418,966.868745,118241.954025,2533.567258,141591.204892,-3073.473846,350979.926287,1576132.940353
2023-07-27,2082.655411,219960.324579,167292.155381,586030.899515,1076.910548,118414.821291,2280.550416,141304.211381,-3089.707072,330206.92538,1565559.7468299998
2023-07-28,2178.968875,211968.531431,180397.79539,614058.118351,884.635221,118396.141724,1922.34858,138117.506704,-2926.412762,282674.545457,1547672.178971
2023-07-29,2169.514906,208312.776374,184599.45878,627842.998559,1344.458956,118344.09866,1668.292342,134917.283328,-2387.58379,236151.467464,1512962.7655789999
2023-07-30,2196.282436,222888.544708,210004.967889,646217.945072,1138.160531,118241.35638,2143.780886,134762.51861,-2511.323867,194553.844935,1529636.07758
2023-07-31,2197.69415,237155.98182,237303.994203,665011.723079,1232.395729,118169.785235,3131.996014,132087.822021,-3005.425403,227962.891153,1621248.858001
